Date,Open,High,Low,Close,Adj Close,Volume
19/11/2018,109.959999,111.199997,109.529999,110.830002,96.595085,13987000
20/11/2018,109.779999,110.489998,107.980003,108.449997,94.520767,18936200
21/11/2018,109.029999,109.610001,107.639999,107.639999,93.814804,10619600
23/11/2018,106.739998,107.389999,106.059998,106.650002,92.951965,6488400
26/11/2018,107.720001,109.980003,107.449997,109.260002,95.226738,13948300
27/11/2018,108.760002,110.029999,108.629997,109.720001,95.62764,9238200
28/11/2018,109.800003,111.400002,108.870003,110.940002,96.690956,13977300
29/11/2018,110.269997,110.800003,109.639999,110.059998,95.923965,11144300
30/11/2018,109.849998,111.32,109.580002,111.190002,96.908844,18652700
03/12/2018,112.379997,112.889999,111.739998,112.239998,97.82399,16034500
04/12/2018,111.599998,111.599998,106.730003,107.230003,93.457451,23555900
06/12/2018,105.010002,105.360001,102.879997,105.190002,91.679497,27213900
07/12/2018,105.160004,106.980003,102.910004,103.290001,90.023521,19248600
10/12/2018,102.870003,103.489998,99.279999,101.360001,88.341415,23636400
11/12/2018,103.129997,103.660004,100.209999,100.370003,87.478569,16860700
12/12/2018,101.660004,102.900002,100.059998,101.019997,88.045074,22621500
13/12/2018,101.550003,101.970001,100.669998,101.120003,88.13224,17250900
14/12/2018,99.989998,101.940002,99.860001,100.290001,87.408829,19879500
17/12/2018,99.769997,100.559998,98.440002,99.010002,86.293251,25113500
18/12/2018,99.419998,100.889999,98.120003,98.540001,85.883598,20837200
19/12/2018,98.410004,100.580002,96.599998,97.290001,84.794144,28767900
20/12/2018,96.610001,98.279999,95.690002,96.449997,84.062019,31825200
21/12/2018,96.68,98.43,93.690002,94.169998,82.074875,41313900
24/12/2018,92.889999,94.220001,92.139999,92.139999,80.305611,17009300
26/12/2018,92.690002,95.959999,91.110001,95.959999,83.634972,22542900
27/12/2018,94.82,97.150002,93.550003,97.040001,84.576248,20304700
28/12/2018,97.949997,98.32,96.440002,96.830002,84.393234,17963300
31/12/2018,97.589996,98.809998,96.769997,97.620003,85.081764,13237200
02/01/2019,95.949997,99.779999,95.940002,99.309998,86.554703,15670900
03/01/2019,98.639999,98.889999,96.690002,97.110001,85.324615,16286400
04/01/2019,99.110001,100.93,98.279999,100.690002,88.470139,16935200
07/01/2019,100.43,101.470001,99.709999,100.760002,88.531639,15430700
08/01/2019,101.629997,101.82,99.550003,100.57,88.364693,13578800
09/01/2019,100.809998,101.489998,99.93,100.400002,88.21534,14230300
10/01/2019,100.019997,100.730003,99.269997,100.389999,88.206543,14376100
11/01/2019,99.889999,100.169998,98.949997,99.910004,87.784798,15439900
14/01/2019,98.870003,101.360001,98.660004,100.940002,88.689789,21258500
15/01/2019,98.889999,102.470001,98.599998,101.68,89.339973,26504900
16/01/2019,102.25,103.449997,101.800003,102.5,90.060463,18533000
17/01/2019,102.110001,103.5,101.919998,102.919998,90.429489,14247600
18/01/2019,103.769997,104.900002,102.830002,104.589996,91.896828,16428700
22/01/2019,103.080002,103.589996,102.129997,102.940002,90.447083,17083700
23/01/2019,103.440002,103.699997,101.970001,102.68,90.218636,12146700
24/01/2019,102.129997,103.089996,101.940002,102.739998,90.271339,11296800
25/01/2019,103.510002,104.309998,102.739998,103.389999,90.842438,14369400
28/01/2019,102.889999,104.239998,102.589996,103.879997,91.27298,12283100
29/01/2019,103.879997,105.110001,103.730003,104.169998,91.527786,9743300
30/01/2019,104.139999,105.239998,103.779999,104.410004,91.73867,12526300
31/01/2019,103.410004,103.800003,102.730003,103.5,90.939095,17520600
01/02/2019,104,104.849998,103.519997,103.879997,91.27298,13000800
04/02/2019,103.790001,104.25,103.010002,104.25,91.598083,9871500
05/02/2019,104.519997,104.550003,103.290001,103.790001,91.193916,12763000
06/02/2019,103.709999,104.620003,103.470001,103.739998,91.149986,8745000
07/02/2019,103.25,103.5,101.440002,102.379997,89.955032,13177500
08/02/2019,102.080002,102.339996,100.059998,101.360001,89.05883,12892600
11/02/2019,101.760002,102.010002,100.769997,100.879997,88.63707,10978500
12/02/2019,101.949997,102.919998,101.889999,102.599998,90.148338,12852300
13/02/2019,102.900002,103.849998,102.900002,103.089996,90.578865,10754100
14/02/2019,102.470001,103.099998,101.349998,102.419998,89.990181,11518500
15/02/2019,103.900002,105.699997,103.660004,105.550003,92.740326,14716900
19/02/2019,104.910004,105.370003,103.809998,105.18,92.41523,12764900
20/02/2019,105.209999,105.800003,104.879997,105.690002,92.863335,10030300
21/02/2019,105.449997,105.989998,104.959999,105.470001,92.670021,8400100
22/02/2019,105.699997,106.089996,104.779999,105,92.257072,10647300
25/02/2019,105.75,107.269997,105.690002,106.099998,93.223557,11230700
26/02/2019,104.5,105.470001,103.940002,105.290001,92.511864,15465400
27/02/2019,105.18,105.379997,104.510002,105.160004,92.397652,9968800
28/02/2019,105.010002,105.209999,104.18,104.360001,91.69474,15156900
01/03/2019,105.099998,105.910004,104.199997,104.43,91.756256,13813300
04/03/2019,104.919998,105.919998,103.269997,104.190002,91.545364,12466300
05/03/2019,104.129997,104.550003,103.260002,104.110001,91.475075,10856600
06/03/2019,103.860001,104.57,103.550003,103.720001,91.132408,9070800
07/03/2019,103.25,103.470001,102.160004,102.970001,90.473442,12705700
08/03/2019,101.989998,103.230003,101.989998,103.010002,90.508575,10582400
11/03/2019,103.980003,104.550003,103.660004,104.349998,91.685959,9763200
12/03/2019,104.589996,104.790001,103.75,104.040001,91.413574,10219100
13/03/2019,104.190002,104.980003,103.949997,104.389999,91.721092,13022200
14/03/2019,104.5,105.870003,104.459999,105.339996,92.555794,10926500
15/03/2019,105.410004,106.800003,105.230003,106.550003,93.618942,24811700
18/03/2019,106.550003,107.790001,106.5,107.190002,94.18129,12935500
19/03/2019,108.199997,108.400002,106.550003,106.800003,93.838623,12889300
20/03/2019,106.43,106.650002,104.410004,104.519997,91.835335,14920700
21/03/2019,103.489998,103.489998,102.279999,102.870003,90.385567,19751000
22/03/2019,101.82,102.32,99.519997,99.760002,87.653015,31115200
25/03/2019,99.589996,100.57,98.089996,98.93,86.923737,21032300
26/03/2019,99.82,100.400002,98.82,99.919998,87.793571,15987100
27/03/2019,99.879997,100.449997,99.080002,99.580002,87.49485,12753200
28/03/2019,100,100.800003,99.739998,100.709999,88.487709,12454100
29/03/2019,101.540001,101.989998,100.589996,101.230003,88.944603,14523400
01/04/2019,102.150002,104.68,102.120003,104.639999,91.940742,17499300
02/04/2019,104.599998,105.440002,104.330002,105.139999,92.380096,10295400
03/04/2019,105.809998,106.360001,104.790001,105.349998,92.56459,11499200
04/04/2019,104.550003,105.730003,104.449997,105.559998,93.458809,11952100
05/04/2019,105.800003,106.110001,104.989998,105.309998,93.237465,9933700
08/04/2019,105.110001,105.650002,104.910004,105.650002,93.538498,8056300
09/04/2019,105.080002,105.199997,104.25,104.870003,92.847923,9092200
10/04/2019,105.129997,105.720001,104.470001,105.339996,93.264023,10882300
11/04/2019,105.709999,106.730003,105.559998,106.230003,94.051994,11183800
12/04/2019,109.440002,111.849998,108.879997,111.209999,98.461121,25834100
15/04/2019,110.919998,111,109.120003,109.940002,97.3367,15163800
16/04/2019,109.900002,111.389999,109.860001,111.099998,98.363716,11583200
17/04/2019,111.699997,114.660004,111.010002,114.300003,101.196884,17791900
18/04/2019,114.529999,114.949997,113.330002,113.459999,100.453178,12501900
22/04/2019,112.830002,113.93,112.660004,113.599998,100.577118,7975900
23/04/2019,113,114.370003,112.849998,113.739998,100.701073,9193100
24/04/2019,113.260002,114.150002,112.809998,113.550003,100.532852,9245700
25/04/2019,113.010002,114.150002,112.5,113.610001,100.585976,9311800
26/04/2019,113.949997,114.580002,113.599998,114.470001,101.347389,7889300
29/04/2019,114.599998,117.160004,114.449997,116.120003,102.808243,14242200
30/04/2019,116.43,116.720001,115.260002,116.050003,102.746254,11389100
01/05/2019,115.720001,117,115.110001,115.160004,101.958275,10412900
02/05/2019,115.169998,115.779999,114.580002,115.410004,102.179611,8613300
03/05/2019,116,116.68,115.669998,116.120003,102.808243,8185400
06/05/2019,114.18,115.470001,113.720001,115.089996,101.896317,9387000
07/05/2019,114.029999,114.029999,112.290001,113.209999,100.231819,15017700
08/05/2019,112.660004,113.669998,112.459999,112.610001,99.7006,9575800
09/05/2019,111.139999,112.739998,110.580002,112.519997,99.620918,12205900
10/05/2019,111.75,112.839996,110.540001,112.510002,99.612083,13189000
13/05/2019,110.080002,110.449997,108.980003,109.449997,96.90287,13783700
14/05/2019,109.550003,111.720001,109.5,110.32,97.673126,10503600
15/05/2019,109.209999,110.900002,108.610001,109.900002,97.301285,10142000
16/05/2019,110.620003,112.169998,110.589996,111.309998,98.549629,9672700
17/05/2019,110,111.75,109.830002,110.769997,98.071541,9570100
20/05/2019,110.580002,111.809998,110.370003,111.349998,98.58506,8518200
